'Elapsed time','V1'
11.325,-0.210
11.328,-0.205
11.331,-0.195
11.333,-0.200
11.336,-0.200
11.339,-0.180
11.342,-0.175
11.344,-0.190
11.347,-0.200
11.350,-0.205
11.353,-0.205
11.356,-0.215
11.358,-0.205
11.361,-0.200
11.364,-0.190
11.367,-0.175
11.369,-0.185
11.372,-0.175
11.375,-0.175
11.378,-0.175
11.381,-0.155
11.383,-0.150
11.386,-0.145
11.389,-0.145
11.392,-0.155
11.394,-0.165
11.397,-0.190
11.400,-0.240
11.403,-0.290
11.406,-0.350
11.408,-0.445
11.411,-0.525
11.414,-0.615
11.417,-0.665
11.419,-0.680
11.422,-0.670
11.425,-0.595
11.428,-0.515
11.431,-0.405
11.433,-0.320
11.436,-0.250
11.439,-0.200
11.442,-0.210
11.444,-0.215
11.447,-0.250
11.450,-0.275
11.453,-0.285
11.456,-0.260
11.458,-0.225
11.461,-0.170
11.464,-0.140
11.467,-0.110
11.469,-0.100
11.472,-0.100
11.475,-0.100
11.478,-0.120
11.481,-0.130
11.483,-0.135
11.486,-0.130
11.489,-0.135
11.492,-0.130
11.494,-0.130
11.497,-0.115
11.500,-0.120
11.503,-0.115
11.506,-0.100
11.508,-0.110
11.511,-0.120
11.514,-0.115
11.517,-0.130
11.519,-0.125
11.522,-0.140
11.525,-0.125
11.528,-0.125
11.531,-0.125
11.533,-0.110
11.536,-0.115
11.539,-0.110
11.542,-0.115
11.544,-0.125
11.547,-0.120
11.550,-0.130
11.553,-0.130
11.556,-0.140
11.558,-0.135
11.561,-0.125
11.564,-0.130
11.567,-0.110
11.569,-0.115
11.572,-0.110
11.575,-0.105
11.578,-0.120
11.581,-0.120
11.583,-0.130
11.586,-0.135
11.589,-0.130
11.592,-0.130
11.594,-0.135
11.597,-0.125
11.600,-0.125
11.603,-0.105
11.606,-0.115
11.608,-0.100
11.611,-0.110
11.614,-0.120
11.617,-0.130
11.619,-0.135
11.622,-0.145
11.625,-0.130
11.628,-0.130
11.631,-0.130
11.633,-0.125
11.636,-0.120
11.639,-0.125
11.642,-0.105
11.644,-0.110
11.647,-0.115
11.650,-0.135
11.653,-0.130
11.656,-0.155
11.658,-0.145
11.661,-0.150
11.664,-0.125
11.667,-0.130
11.669,-0.110
11.672,-0.110
11.675,-0.130
11.678,-0.130
11.681,-0.130
11.683,-0.140
11.686,-0.140
11.689,-0.145
11.692,-0.145
11.694,-0.145
11.697,-0.135
11.700,-0.120
11.703,-0.130
11.706,-0.110
11.708,-0.115
11.711,-0.115
11.714,-0.125
11.717,-0.135
11.719,-0.140
11.722,-0.140
11.725,-0.150
11.728,-0.145
11.731,-0.145
11.733,-0.135
11.736,-0.125
11.739,-0.115
11.742,-0.110
11.744,-0.125
11.747,-0.135
11.750,-0.140
11.753,-0.145
11.756,-0.150
11.758,-0.155
11.761,-0.150
11.764,-0.145
11.767,-0.135
11.769,-0.135
11.772,-0.130
11.775,-0.145
11.778,-0.140
11.781,-0.140
11.783,-0.155
11.786,-0.155
11.789,-0.160
11.792,-0.160
11.794,-0.150
11.797,-0.140
11.800,-0.140
11.803,-0.130
11.806,-0.115
11.808,-0.115
11.811,-0.125
11.814,-0.135
11.817,-0.125
11.819,-0.135
11.822,-0.140
11.825,-0.130
11.828,-0.130
11.831,-0.125
11.833,-0.125
11.836,-0.120
11.839,-0.100
11.842,-0.105
11.844,-0.110
11.847,-0.115
11.850,-0.110
11.853,-0.125
11.856,-0.120
11.858,-0.125
11.861,-0.120
11.864,-0.100
11.867,-0.110
11.869,-0.100
11.872,-0.095
11.875,-0.100
11.878,-0.090
11.881,-0.100
11.883,-0.125
11.886,-0.120
11.889,-0.110
11.892,-0.125
11.894,-0.115
11.897,-0.105
11.900,-0.095
11.903,-0.100
11.906,-0.090
11.908,-0.090
11.911,-0.100
11.914,-0.090
11.917,-0.100
11.919,-0.120
11.922,-0.115
11.925,-0.120
11.928,-0.105
11.931,-0.110
11.933,-0.100
11.936,-0.110
11.939,-0.090
11.942,-0.105
11.944,-0.100
11.947,-0.105
11.950,-0.100
11.953,-0.130
11.956,-0.115
11.958,-0.120
11.961,-0.115
11.964,-0.115
11.967,-0.100
11.969,-0.095
11.972,-0.090
11.975,-0.100
11.978,-0.110
11.981,-0.100
11.983,-0.115
11.986,-0.135
11.989,-0.125
11.992,-0.130
11.994,-0.120
11.997,-0.120
12.000,-0.115
12.003,-0.115
12.006,-0.110
12.008,-0.115
12.011,-0.120
12.014,-0.120
12.017,-0.125
12.019,-0.135
12.022,-0.135
12.025,-0.150
12.028,-0.130
12.031,-0.135
12.033,-0.135
12.036,-0.115
12.039,-0.115
12.042,-0.115
12.044,-0.120
12.047,-0.120
12.050,-0.140
12.053,-0.140
12.056,-0.140
12.058,-0.155
12.061,-0.145
12.064,-0.130
12.067,-0.125
12.069,-0.120
12.072,-0.110
12.075,-0.120
12.078,-0.115
12.081,-0.125
12.083,-0.125
12.086,-0.130
12.089,-0.145
12.092,-0.135
12.094,-0.140
12.097,-0.130
12.100,-0.135
12.103,-0.125
12.106,-0.120
12.108,-0.110
12.111,-0.125
12.114,-0.125
12.117,-0.140
12.119,-0.150
12.122,-0.135
12.125,-0.150
12.128,-0.130
12.131,-0.125
12.133,-0.120
12.136,-0.130
12.139,-0.120
12.142,-0.125
12.144,-0.130
12.147,-0.120
12.150,-0.140
12.153,-0.135
12.156,-0.145
12.158,-0.140
12.161,-0.140
12.164,-0.135
12.167,-0.125
12.169,-0.125
12.172,-0.115
12.175,-0.120
12.178,-0.110
12.181,-0.130
12.183,-0.135
12.186,-0.145
12.189,-0.145
12.192,-0.130
12.194,-0.135
12.197,-0.140
12.200,-0.125
12.203,-0.115
12.206,-0.110
12.208,-0.105
12.211,-0.125
12.214,-0.125
12.217,-0.120
12.219,-0.145
12.222,-0.125
12.225,-0.125
12.228,-0.120
12.231,-0.105
12.233,-0.100
12.236,-0.070
12.239,-0.075
12.242,-0.055
12.244,-0.055
12.247,-0.060
12.250,-0.065
12.253,-0.075
12.256,-0.070
12.258,-0.090
12.261,-0.090
12.264,-0.100
12.267,-0.105
12.269,-0.110
12.272,-0.115
12.275,-0.115
12.278,-0.115
12.281,-0.115
12.283,-0.125
12.286,-0.120
12.289,-0.120
12.292,-0.120
12.294,-0.125
12.297,-0.110
12.300,-0.105
12.303,-0.105
12.306,-0.095
12.308,-0.100
12.311,-0.115
12.314,-0.115
12.317,-0.125
12.319,-0.135
12.322,-0.155
12.325,-0.160
12.328,-0.155
12.331,-0.150
12.333,-0.135
12.336,-0.140
12.339,-0.130
12.342,-0.130
12.344,-0.130
12.347,-0.135
12.350,-0.155
12.353,-0.155
12.356,-0.150
12.358,-0.155
12.361,-0.145
12.364,-0.140
12.367,-0.140
12.369,-0.130
12.372,-0.115
12.375,-0.120
12.378,-0.125
12.381,-0.125
12.383,-0.140
12.386,-0.145
12.389,-0.150
12.392,-0.150
12.394,-0.135
12.397,-0.135
12.400,-0.140
12.403,-0.120
12.406,-0.120
12.408,-0.120
12.411,-0.130
12.414,-0.130
12.417,-0.130
12.419,-0.140
12.422,-0.140
12.425,-0.135
12.428,-0.120
12.431,-0.095
12.433,-0.090
12.436,-0.085
12.439,-0.095
12.442,-0.135
12.444,-0.210
12.447,-0.305
12.450,-0.410
12.453,-0.515
12.456,-0.585
12.458,-0.620
12.461,-0.590
12.464,-0.535
12.467,-0.430
12.469,-0.320
12.472,-0.230
12.475,-0.170
12.478,-0.135
12.481,-0.120
12.483,-0.135
12.486,-0.160
12.489,-0.200
12.492,-0.220
12.494,-0.200
12.497,-0.175
12.500,-0.130
12.503,-0.090
12.506,-0.055
12.508,-0.050
12.511,-0.050
12.514,-0.065
12.517,-0.075
12.519,-0.085
12.522,-0.090
12.525,-0.095
12.528,-0.095
12.531,-0.090
12.533,-0.080
12.536,-0.065
12.539,-0.065
12.542,-0.060
12.544,-0.065
12.547,-0.075
12.550,-0.075
12.553,-0.085
12.556,-0.095
12.558,-0.090
12.561,-0.090
12.564,-0.095
12.567,-0.070
12.569,-0.075
12.572,-0.070
12.575,-0.080
12.578,-0.075
12.581,-0.075
12.583,-0.090
12.586,-0.080
12.589,-0.100
12.592,-0.100
12.594,-0.095
12.597,-0.085
12.600,-0.075
12.603,-0.080
12.606,-0.070
12.608,-0.080
12.611,-0.080
12.614,-0.080
12.617,-0.080
12.619,-0.100
12.622,-0.105
12.625,-0.105
12.628,-0.105
12.631,-0.095
12.633,-0.090
12.636,-0.090
12.639,-0.085
12.642,-0.080
12.644,-0.095
12.647,-0.095
12.650,-0.090
12.653,-0.100
12.656,-0.110
12.658,-0.110
12.661,-0.105
12.664,-0.110
12.667,-0.095
12.669,-0.105
12.672,-0.080
12.675,-0.085
12.678,-0.095
12.681,-0.100
12.683,-0.095
12.686,-0.115
12.689,-0.110
12.692,-0.110
12.694,-0.115
12.697,-0.105
12.700,-0.110
12.703,-0.105
12.706,-0.095
12.708,-0.090
12.711,-0.110
12.714,-0.105
12.717,-0.115
12.719,-0.125
12.722,-0.130
12.725,-0.120
12.728,-0.120
12.731,-0.115
12.733,-0.115
12.736,-0.115
12.739,-0.110
12.742,-0.090
12.744,-0.110
12.747,-0.105
12.750,-0.125
12.753,-0.120
12.756,-0.135
12.758,-0.135
12.761,-0.130
12.764,-0.120
12.767,-0.130
12.769,-0.125
12.772,-0.125
12.775,-0.115
12.778,-0.125
12.781,-0.120
12.783,-0.130
12.786,-0.135
12.789,-0.150
12.792,-0.145
12.794,-0.135
12.797,-0.135
12.800,-0.140
12.803,-0.135
12.806,-0.130
12.808,-0.120
12.811,-0.120
12.814,-0.125
12.817,-0.140
12.819,-0.150
12.822,-0.150
12.825,-0.150
12.828,-0.145
12.831,-0.135
12.833,-0.135
12.836,-0.125
12.839,-0.115
12.842,-0.110
12.844,-0.115
12.847,-0.110
12.850,-0.115
12.853,-0.120
12.856,-0.120
12.858,-0.125
12.861,-0.110
12.864,-0.110
12.867,-0.100
12.869,-0.100
12.872,-0.100
12.875,-0.075
12.878,-0.085
12.881,-0.085
12.883,-0.095
12.886,-0.100
12.889,-0.110
12.892,-0.110
12.894,-0.105
12.897,-0.110
12.900,-0.095
12.903,-0.095
12.906,-0.080
12.908,-0.085
12.911,-0.080
12.914,-0.085
12.917,-0.095
12.919,-0.095
12.922,-0.105
12.925,-0.105
12.928,-0.110
12.931,-0.100
12.933,-0.085
12.936,-0.085
12.939,-0.085
12.942,-0.080
12.944,-0.085
12.947,-0.095
12.950,-0.105
12.953,-0.120
12.956,-0.120
12.958,-0.115
12.961,-0.105
12.964,-0.105
12.967,-0.110
12.969,-0.095
12.972,-0.090
12.975,-0.085
12.978,-0.095
12.981,-0.095
12.983,-0.110
12.986,-0.110
12.989,-0.110
12.992,-0.115
12.994,-0.115
12.997,-0.110
13.000,-0.100
13.003,-0.105
13.006,-0.090
13.008,-0.090
13.011,-0.105
13.014,-0.105
13.017,-0.115
13.019,-0.115
13.022,-0.125
13.025,-0.125
13.028,-0.120
13.031,-0.125
13.033,-0.110
13.036,-0.095
13.039,-0.100
13.042,-0.100
13.044,-0.105
13.047,-0.105
13.050,-0.120
13.053,-0.125
13.056,-0.135
13.058,-0.140
13.061,-0.120
13.064,-0.120
13.067,-0.125
13.069,-0.115
13.072,-0.105
13.075,-0.100
13.078,-0.120
13.081,-0.110
13.083,-0.130
13.086,-0.130
13.089,-0.135
13.092,-0.150
13.094,-0.135
13.097,-0.135
13.100,-0.120
13.103,-0.125
13.106,-0.125
13.108,-0.090
13.111,-0.120
13.114,-0.120
13.117,-0.135
13.119,-0.135
13.122,-0.135
13.125,-0.135
13.128,-0.135
13.131,-0.130
13.133,-0.125
13.136,-0.120
13.139,-0.115
13.142,-0.120
13.144,-0.120
13.147,-0.125
13.150,-0.120
13.153,-0.140
13.156,-0.130
13.158,-0.135
13.161,-0.125
13.164,-0.110
13.167,-0.095
13.169,-0.090
13.172,-0.070
13.175,-0.065
13.178,-0.070
13.181,-0.070
13.183,-0.080
13.186,-0.095
13.189,-0.115
13.192,-0.115
13.194,-0.120
13.197,-0.140
13.200,-0.140
13.203,-0.115
13.206,-0.125
13.208,-0.105
13.211,-0.115
13.214,-0.115
13.217,-0.115
13.219,-0.120
13.222,-0.140
13.225,-0.130
13.228,-0.120
13.231,-0.120
13.233,-0.105
13.236,-0.110
13.239,-0.110
13.242,-0.115
13.244,-0.120
13.247,-0.135
13.250,-0.145
13.253,-0.160
13.256,-0.160
13.258,-0.175
13.261,-0.165
13.264,-0.160
13.267,-0.145
13.269,-0.140
13.272,-0.145
13.275,-0.130
13.278,-0.145
13.281,-0.145
13.283,-0.150
13.286,-0.150
13.289,-0.165
13.292,-0.170
13.294,-0.160
13.297,-0.160
13.300,-0.150
13.303,-0.145
13.306,-0.150
13.308,-0.140
13.311,-0.145
13.314,-0.145
13.317,-0.165
13.319,-0.170
13.322,-0.165
13.325,-0.165
13.328,-0.155
13.331,-0.170
13.333,-0.145
13.336,-0.150
13.339,-0.135
13.342,-0.125
13.344,-0.140
13.347,-0.135
13.350,-0.140
13.353,-0.135
13.356,-0.140
13.358,-0.125
13.361,-0.110
13.364,-0.135
13.367,-0.165
13.369,-0.205
13.372,-0.275
13.375,-0.340
13.378,-0.440
13.381,-0.525
13.383,-0.575
13.386,-0.610
13.389,-0.605
13.392,-0.555
13.394,-0.470
13.397,-0.365
13.400,-0.285
13.403,-0.205
13.406,-0.160
13.408,-0.115
13.411,-0.130
13.414,-0.140
13.417,-0.170
13.419,-0.195
13.422,-0.225
13.425,-0.230
13.428,-0.200
13.431,-0.180
13.433,-0.145
13.436,-0.100
13.439,-0.100
13.442,-0.090
13.444,-0.100
13.447,-0.110
13.450,-0.120
13.453,-0.125
13.456,-0.130
13.458,-0.145
13.461,-0.135
13.464,-0.130
13.467,-0.130
13.469,-0.120
13.472,-0.120
13.475,-0.110
13.478,-0.120
13.481,-0.125
13.483,-0.125
13.486,-0.140
13.489,-0.140
13.492,-0.155
13.494,-0.130
13.497,-0.130
13.500,-0.125
13.503,-0.120
13.506,-0.125
13.508,-0.115
13.511,-0.125
13.514,-0.130
13.517,-0.140
13.519,-0.145
13.522,-0.155
13.525,-0.150
13.528,-0.155
13.531,-0.145
13.533,-0.140
13.536,-0.135
13.539,-0.130
13.542,-0.135
13.544,-0.150
13.547,-0.140
13.550,-0.155
13.553,-0.160
13.556,-0.160
13.558,-0.170
13.561,-0.170
13.564,-0.160
13.567,-0.145
13.569,-0.155
13.572,-0.140
13.575,-0.145
13.578,-0.140
13.581,-0.155
13.583,-0.155
13.586,-0.155
13.589,-0.170
13.592,-0.175
13.594,-0.170
13.597,-0.160
13.600,-0.165
13.603,-0.155
13.606,-0.145
13.608,-0.150
13.611,-0.160
13.614,-0.160
13.617,-0.165
13.619,-0.180
13.622,-0.165
13.625,-0.180
13.628,-0.175
13.631,-0.175
13.633,-0.160
13.636,-0.160
13.639,-0.160
13.642,-0.150
13.644,-0.160
13.647,-0.165
13.650,-0.165
13.653,-0.175
13.656,-0.185
13.658,-0.185
13.661,-0.180
13.664,-0.175
13.667,-0.180
13.669,-0.175
13.672,-0.170
13.675,-0.155
13.678,-0.180
13.681,-0.175
13.683,-0.180
13.686,-0.195
13.689,-0.195
13.692,-0.200
13.694,-0.195
13.697,-0.190
13.700,-0.195
13.703,-0.190
13.706,-0.175
13.708,-0.170
13.711,-0.185
13.714,-0.180
13.717,-0.195
13.719,-0.205
13.722,-0.210
13.725,-0.210
13.728,-0.215
13.731,-0.215
13.733,-0.210
13.736,-0.200
13.739,-0.190
13.742,-0.180
13.744,-0.190
13.747,-0.205
13.750,-0.205
13.753,-0.220
13.756,-0.235
13.758,-0.230
13.761,-0.225
13.764,-0.215
13.767,-0.215
13.769,-0.195
13.772,-0.195
13.775,-0.195
13.778,-0.185
13.781,-0.205
13.783,-0.185
13.786,-0.210
13.789,-0.205
13.792,-0.215
13.794,-0.210
13.797,-0.200
13.800,-0.180
13.803,-0.190
13.806,-0.170
13.808,-0.175
13.811,-0.180
13.814,-0.175
13.817,-0.185
13.819,-0.185
13.822,-0.185
13.825,-0.185
13.828,-0.195
13.831,-0.185
13.833,-0.190
13.836,-0.185
13.839,-0.180
13.842,-0.170
13.844,-0.170
13.847,-0.175
13.850,-0.185
13.853,-0.195
13.856,-0.190
13.858,-0.200
13.861,-0.185
13.864,-0.185
13.867,-0.175
13.869,-0.170
13.872,-0.180
13.875,-0.170
13.878,-0.180
13.881,-0.170
13.883,-0.190
13.886,-0.195
13.889,-0.195
13.892,-0.200
13.894,-0.195
13.897,-0.200
13.900,-0.190
13.903,-0.180
13.906,-0.175
13.908,-0.160
13.911,-0.180
13.914,-0.180
13.917,-0.185
13.919,-0.195
13.922,-0.200
13.925,-0.210
13.928,-0.200
13.931,-0.200
13.933,-0.200
13.936,-0.195
13.939,-0.195
13.942,-0.185
13.944,-0.180
13.947,-0.195
13.950,-0.200
13.953,-0.210
13.956,-0.215
13.958,-0.225
13.961,-0.210
13.964,-0.215
13.967,-0.205
13.969,-0.215
13.972,-0.190
13.975,-0.195
13.978,-0.200
13.981,-0.200
13.983,-0.220
13.986,-0.220
13.989,-0.230
13.992,-0.230
13.994,-0.220
13.997,-0.225
14.000,-0.215
14.003,-0.205
14.006,-0.205
14.008,-0.205
14.011,-0.210
14.014,-0.205
14.017,-0.215
14.019,-0.225
14.022,-0.240
14.025,-0.235
14.028,-0.240
14.031,-0.235
14.033,-0.230
14.036,-0.220
14.039,-0.215
14.042,-0.215
14.044,-0.220
14.047,-0.225
14.050,-0.240
14.053,-0.240
14.056,-0.240
14.058,-0.250
14.061,-0.240
14.064,-0.240
14.067,-0.235
14.069,-0.220
14.072,-0.215
14.075,-0.210
14.078,-0.215
14.081,-0.215
14.083,-0.230
14.086,-0.235
14.089,-0.260
14.092,-0.250
14.094,-0.250
14.097,-0.245
14.100,-0.240
14.103,-0.225
14.106,-0.230
14.108,-0.225
14.111,-0.235
14.114,-0.225
14.117,-0.230
14.119,-0.245
14.122,-0.255
14.125,-0.265
14.128,-0.250
14.131,-0.255
14.133,-0.240
14.136,-0.225
14.139,-0.210
14.142,-0.210
14.144,-0.220
14.147,-0.210
14.150,-0.205
14.153,-0.200
14.156,-0.205
14.158,-0.200
14.161,-0.185
14.164,-0.200
14.167,-0.180
14.169,-0.170
14.172,-0.180
14.175,-0.180
14.178,-0.200
14.181,-0.225
14.183,-0.240
14.186,-0.250
14.189,-0.265
14.192,-0.255
14.194,-0.250
14.197,-0.235
14.200,-0.225
14.203,-0.225
14.206,-0.230
14.208,-0.215
14.211,-0.230
14.214,-0.225
14.217,-0.235
14.219,-0.230
14.222,-0.245
14.225,-0.250
14.228,-0.245
14.231,-0.255
14.233,-0.260
14.236,-0.240
14.239,-0.245
14.242,-0.260
14.244,-0.255
14.247,-0.265
14.250,-0.270
14.253,-0.270
14.256,-0.285
14.258,-0.290
14.261,-0.280
14.264,-0.285
14.267,-0.270
14.269,-0.270
14.272,-0.260
14.275,-0.260
14.278,-0.265
14.281,-0.265
14.283,-0.275
14.286,-0.270
14.289,-0.285
14.292,-0.300
14.294,-0.290
14.297,-0.285
14.300,-0.275
14.303,-0.260
14.306,-0.270
14.308,-0.250
14.311,-0.260
14.314,-0.260
14.317,-0.265
14.319,-0.280
14.322,-0.280
14.325,-0.280
14.328,-0.275
14.331,-0.270
14.333,-0.265
14.336,-0.260
14.339,-0.240
14.342,-0.215
14.344,-0.205
14.347,-0.220
14.350,-0.220
14.353,-0.250
14.356,-0.275
14.358,-0.315
14.361,-0.355
14.364,-0.430
14.367,-0.495
14.369,-0.565
14.372,-0.650
14.375,-0.715
14.378,-0.755
14.381,-0.735
14.383,-0.685
14.386,-0.640
14.389,-0.545
14.392,-0.470
14.394,-0.400
14.397,-0.340
14.400,-0.305
14.403,-0.310
14.406,-0.310
14.408,-0.320
14.411,-0.340
14.414,-0.340
14.417,-0.320
14.419,-0.290
14.422,-0.265
14.425,-0.235
14.428,-0.210
14.431,-0.215
14.433,-0.205
14.436,-0.200
14.439,-0.210
14.442,-0.205
14.444,-0.200
14.447,-0.210
14.450,-0.205
14.453,-0.210
14.456,-0.230
14.458,-0.230
14.461,-0.235
14.464,-0.220
14.467,-0.210
14.469,-0.210
14.472,-0.200
14.475,-0.205
14.478,-0.205
14.481,-0.210
14.483,-0.210
14.486,-0.210
14.489,-0.235
14.492,-0.245
14.494,-0.235
14.497,-0.225
14.500,-0.220
14.503,-0.220
14.506,-0.200
14.508,-0.200
14.511,-0.210
14.514,-0.210
14.517,-0.225
14.519,-0.225
14.522,-0.240
14.525,-0.240
14.528,-0.250
14.531,-0.225
14.533,-0.220
14.536,-0.220
14.539,-0.205
14.542,-0.210
14.544,-0.205
14.547,-0.230
14.550,-0.225
14.553,-0.240
14.556,-0.240
14.558,-0.245
14.561,-0.250
14.564,-0.245
14.567,-0.220
14.569,-0.225
14.572,-0.220
14.575,-0.215
14.578,-0.205
14.581,-0.225
14.583,-0.235
14.586,-0.230
14.589,-0.245
14.592,-0.240
14.594,-0.250
14.597,-0.245
14.600,-0.240
14.603,-0.225
14.606,-0.220
14.608,-0.215
14.611,-0.225
14.614,-0.215
14.617,-0.225
14.619,-0.240
14.622,-0.250
14.625,-0.250
14.628,-0.245
14.631,-0.240
14.633,-0.235
14.636,-0.230
14.639,-0.220
14.642,-0.210
14.644,-0.225
14.647,-0.230
14.650,-0.225
14.653,-0.230
14.656,-0.250
14.658,-0.245
14.661,-0.245
14.664,-0.240
14.667,-0.235
14.669,-0.230
14.672,-0.235
14.675,-0.220
14.678,-0.230
14.681,-0.235
14.683,-0.245
14.686,-0.255
14.689,-0.255
14.692,-0.265
14.694,-0.255
14.697,-0.250
14.700,-0.245
14.703,-0.245
14.706,-0.235
14.708,-0.235
14.711,-0.230
14.714,-0.235
14.717,-0.255
14.719,-0.255
14.722,-0.260
14.725,-0.265
14.728,-0.265
14.731,-0.270
14.733,-0.260
14.736,-0.250
14.739,-0.250
14.742,-0.240
14.744,-0.250
14.747,-0.250
14.750,-0.260
14.753,-0.265
14.756,-0.275
14.758,-0.270
14.761,-0.270
14.764,-0.270
14.767,-0.260
14.769,-0.255
14.772,-0.250
14.775,-0.230
14.778,-0.225
14.781,-0.230
14.783,-0.245
14.786,-0.255
14.789,-0.250
14.792,-0.255
14.794,-0.255
14.797,-0.250
14.800,-0.245
14.803,-0.230
14.806,-0.215
14.808,-0.230
14.811,-0.215
14.814,-0.225
14.817,-0.230
14.819,-0.240
14.822,-0.240
14.825,-0.255
14.828,-0.245
14.831,-0.235
14.833,-0.225
14.836,-0.225
14.839,-0.225
14.842,-0.210
14.844,-0.220
14.847,-0.215
14.850,-0.235
14.853,-0.235
14.856,-0.230
14.858,-0.240
14.861,-0.245
14.864,-0.240
14.867,-0.225
14.869,-0.220
14.872,-0.215
14.875,-0.220
14.878,-0.215
14.881,-0.220
14.883,-0.220
14.886,-0.240
14.889,-0.230
14.892,-0.235
14.894,-0.240
14.897,-0.240
14.900,-0.240
14.903,-0.230
14.906,-0.225
14.908,-0.225
14.911,-0.220
14.914,-0.230
14.917,-0.240
14.919,-0.250
14.922,-0.245
14.925,-0.265
14.928,-0.260
14.931,-0.255
14.933,-0.255
14.936,-0.245
14.939,-0.240
14.942,-0.240
14.944,-0.240
14.947,-0.250
14.950,-0.255
14.953,-0.265
14.956,-0.270
14.958,-0.265
14.961,-0.275
14.964,-0.265
14.967,-0.265
14.969,-0.265
14.972,-0.240
14.975,-0.235
14.978,-0.245
14.981,-0.255
14.983,-0.245
14.986,-0.265
14.989,-0.275
14.992,-0.280
14.994,-0.280
14.997,-0.270
15.000,-0.260
15.003,-0.260
15.006,-0.255
15.008,-0.250
15.011,-0.255
15.014,-0.265
15.017,-0.265
15.019,-0.270
15.022,-0.285
15.025,-0.285
15.028,-0.285
15.031,-0.265
15.033,-0.265
15.036,-0.265
15.039,-0.265
15.042,-0.250
15.044,-0.260
15.047,-0.260
15.050,-0.265
15.053,-0.275
15.056,-0.280
15.058,-0.285
15.061,-0.275
15.064,-0.265
15.067,-0.270
15.069,-0.265
15.072,-0.260
15.075,-0.255
15.078,-0.245
15.081,-0.255
15.083,-0.260
15.086,-0.270
15.089,-0.260
15.092,-0.255
15.094,-0.260
15.097,-0.225
15.100,-0.215
15.103,-0.190
15.106,-0.195
15.108,-0.180
15.111,-0.190
15.114,-0.190
15.117,-0.200
15.119,-0.215
15.122,-0.235
15.125,-0.260
15.128,-0.265
15.131,-0.270
15.133,-0.275
15.136,-0.255
15.139,-0.245
15.142,-0.240
15.144,-0.225
15.147,-0.245
15.150,-0.250
15.153,-0.255
15.156,-0.265
15.158,-0.260
15.161,-0.265
15.164,-0.245
15.167,-0.245
15.169,-0.245
15.172,-0.250
15.175,-0.245
15.178,-0.235
15.181,-0.255
15.183,-0.265
15.186,-0.265
15.189,-0.290
15.192,-0.285
15.194,-0.300
15.197,-0.280
15.200,-0.290
15.203,-0.280
15.206,-0.270
15.208,-0.260
15.211,-0.275
15.214,-0.275
15.217,-0.280
15.219,-0.295
15.222,-0.290
15.225,-0.295
15.228,-0.285
15.231,-0.285
15.233,-0.280
15.236,-0.275
15.239,-0.270
15.242,-0.255
15.244,-0.265
15.247,-0.270
15.250,-0.265
15.253,-0.285
15.256,-0.290
15.258,-0.300
15.261,-0.295
15.264,-0.280
15.267,-0.275
15.269,-0.270
15.272,-0.275
15.275,-0.270
15.278,-0.265
15.281,-0.270
15.283,-0.280
15.286,-0.270
15.289,-0.270
15.292,-0.270
15.294,-0.255
15.297,-0.230
15.300,-0.235
15.303,-0.245
15.306,-0.290
15.308,-0.345
15.311,-0.435
15.314,-0.540
15.317,-0.640
15.319,-0.730
15.322,-0.785
15.325,-0.785
15.328,-0.755
15.331,-0.670
15.333,-0.570
15.336,-0.470
15.339,-0.380
15.342,-0.325
15.344,-0.295
15.347,-0.305
15.350,-0.325
15.353,-0.345
15.356,-0.375
15.358,-0.375
15.361,-0.355
15.364,-0.310
15.367,-0.270
15.369,-0.230
15.372,-0.200
15.375,-0.190
15.378,-0.180
15.381,-0.205
15.383,-0.215
15.386,-0.210
15.389,-0.230
15.392,-0.230
15.394,-0.225
15.397,-0.215
15.400,-0.215
15.403,-0.225
15.406,-0.205
15.408,-0.210
15.411,-0.215
15.414,-0.210
15.417,-0.220
15.419,-0.225
15.422,-0.230
15.425,-0.235
15.428,-0.240
15.431,-0.220
15.433,-0.215
15.436,-0.230
15.439,-0.210
15.442,-0.210
15.444,-0.200
15.447,-0.210
15.450,-0.225
15.453,-0.225
15.456,-0.240
15.458,-0.225
15.461,-0.245
15.464,-0.225
15.467,-0.225
15.469,-0.215
15.472,-0.220
15.475,-0.215
15.478,-0.210
15.481,-0.220
15.483,-0.220
15.486,-0.225
15.489,-0.235
15.492,-0.240
15.494,-0.245
15.497,-0.230
15.500,-0.230
15.503,-0.235
15.506,-0.225
15.508,-0.220
15.511,-0.225
15.514,-0.225
15.517,-0.230
15.519,-0.240
15.522,-0.250
15.525,-0.255
15.528,-0.240
15.531,-0.235
15.533,-0.245
15.536,-0.235
15.539,-0.235
15.542,-0.220
15.544,-0.215
15.547,-0.220
15.550,-0.240
15.553,-0.240
15.556,-0.240
15.558,-0.255
15.561,-0.255
15.564,-0.245
15.567,-0.240
15.569,-0.235
15.572,-0.225
15.575,-0.220
15.578,-0.220
15.581,-0.230
15.583,-0.225
15.586,-0.240
15.589,-0.245
15.592,-0.245
15.594,-0.245
15.597,-0.235
15.600,-0.230
15.603,-0.230
15.606,-0.220
15.608,-0.225
15.611,-0.225
15.614,-0.240
15.617,-0.235
15.619,-0.240
15.622,-0.250
15.625,-0.250
15.628,-0.255
15.631,-0.260
15.633,-0.245
15.636,-0.240
15.639,-0.235
